Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Is Pseudo	# Transcripts	Gene Name or Symbol	Previous ID(s)	
PBANKA_1237400	PBANKA_1237400.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,439,615..1,440,669(+)	iron-sulfur cluster assembly protein SufA	No	1	SufA	Previous IDs: PB000107.02.0;PBANKA_123740	
PBANKA_1237500	PBANKA_1237500.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,440,978..1,441,715(-)	pre-mRNA-splicing factor BUD31, putative	No	1	BUD31	Previous IDs: PB000106.02.0;PBANKA_123750	
PBANKA_1237600	PBANKA_1237600.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,445,134..1,450,068(+)	zinc finger protein, putative	No	1	N/A	Previous IDs: PB001639.02.0;PB100772.00.0;PB105327.00.0;PB106846.00.0;PB300374.00.0;PB301323.00.0;PBANKA_123760;PBANKA_123770	
PBANKA_1237800	PBANKA_1237800.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,452,481..1,456,740(+)	multidrug resistance protein 1, putative	No	1	MDR1	Previous IDs: PB000989.01.0;PB301248.00.0;PBANKA_123780	
PBANKA_1237900	PBANKA_1237900.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,458,002..1,459,812(-)	mitochondrial-processing peptidase subunit alpha, putative	No	1	N/A	Previous IDs: PB000990.01.0;PBANKA_123790	
PBANKA_1238000	PBANKA_1238000.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,461,099..1,464,222(+)	heptatricopeptide repeat-containing protein, putative	No	1	N/A	Previous IDs: PB000991.01.0;PBANKA_123800	
PBANKA_1238100	PBANKA_1238100.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,464,664..1,465,377(-)	cytochrome c oxidase subunit ApiCOX18, putative	No	1	N/A	Previous IDs: PB000992.01.0;PBANKA_123810	
PBANKA_1238200	PBANKA_1238200.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,467,456..1,469,706(+)	DnaJ protein, putative	No	1	N/A	Previous IDs: PB000087.01.0;PB000823.03.0;PBANKA_123820	
PBANKA_1238300	PBANKA_1238300.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,470,243..1,471,310(-)	dynein light chain Tctex-type, putative	No	1	N/A	Previous IDs: PBANKA_123830	
PBANKA_1238400	PBANKA_1238400.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,471,938..1,473,114(+)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000273.00.0;PBANKA_123840	
PBANKA_1238500	PBANKA_1238500.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,473,880..1,478,126(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000272.00.0;PB000534.01.0;PBANKA_123850	
PBANKA_1238600	PBANKA_1238600.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,481,994..1,484,114(+)	divalent metal transporter, putative	No	1	N/A	Previous IDs: PB000569.02.0;PB104511.00.0;PBANKA_123860	
PBANKA_1238700	PBANKA_1238700.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,485,223..1,486,230(-)	MerC domain-containing protein, putative	No	1	N/A	Previous IDs: PB108762.00.0;PBANKA_123870	
PBANKA_1238800	PBANKA_1238800.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,489,931..1,493,311(+)	karyopherin beta, putative	No	1	N/A	Previous IDs: PB001230.00.0;PBANKA_123880	
PBANKA_1238900	PBANKA_1238900.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,495,032..1,498,451(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000771.03.0;PB001231.00.0;PB403540.00.0;PBANKA_123890	
PBANKA_1239000	PBANKA_1239000.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,499,068..1,499,885(-)	conserved Plasmodium membrane protein, unknown function	No	1	N/A	Previous IDs: PBANKA_123900	
PBANKA_1239100	PBANKA_1239100.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,501,595..1,502,788(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000680.01.0;PBANKA_123910	
PBANKA_1239200	PBANKA_1239200.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,504,069..1,505,166(-)	ribosome-interacting GTPase 1, putative	No	1	RBG1	Previous IDs: PB000397.02.0;PBANKA_123920	
PBANKA_1239300	PBANKA_1239300.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,506,799..1,507,173(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB300878.00.0;PBANKA_123930	
PBANKA_1239400	PBANKA_1239400.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,508,695..1,509,399(+)	50S ribosomal protein L12, apicoplast, putative	No	1	N/A	Previous IDs: PB000216.01.0;PBANKA_123940	
PBANKA_1239500	PBANKA_1239500.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,510,372..1,510,794(-)	mitochondrial import receptor subunit TOM22, putative	No	1	TOM22	Previous IDs: PB000217.01.0;PB300483.00.0;PBANKA_123950	
PBANKA_1239600	PBANKA_1239600.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,512,396..1,514,890(-)	ubiquitin fusion degradation protein 1, putative	No	1	UFD1	Previous IDs: PBANKA_123960	
PBANKA_1239700	PBANKA_1239700.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,517,104..1,519,773(+)	S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase, putative	No	1	TYW1	Previous IDs: PB000661.02.0;PBANKA_123970	
PBANKA_1239800	PBANKA_1239800.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,524,900..1,526,843(+)	zinc finger protein, putative	No	1	N/A	Previous IDs: PB000519.02.0;PB301179.00.0;PBANKA_123980	
PBANKA_1239900	PBANKA_1239900.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,529,949..1,531,973(+)	acyl-CoA synthetase, putative	No	1	ACS10	Previous IDs: PB000187.03.0;PB300063.00.0;PBANKA_123990	
PBANKA_1240000	PBANKA_1240000.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,533,792..1,538,876(+)	structural maintenance of chromosomes protein 6, putative	No	1	SMC6	Previous IDs: PB000188.03.0;PB000802.00.0;PBANKA_124000	
PBANKA_1240100	PBANKA_1240100.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,539,848..1,541,155(-)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000220.00.0;PB101408.00.0;PBANKA_124010	
PBANKA_1240200	PBANKA_1240200.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,543,622..1,545,037(+)	7-helix-1 protein, putative	No	1	N/A	Previous IDs: PBANKA_124020	
PBANKA_1240300	PBANKA_1240300.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,545,320..1,549,555(-)	WD repeat-containing protein, putative	No	1	N/A	Previous IDs: PB000184.02.0;PB000223.01.0;PB000751.00.0;PBANKA_124030	
PBANKA_1240400	PBANKA_1240400.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,550,466..1,551,647(-)	RNA methyltransferase, putative	No	1	N/A	Previous IDs: PB000750.00.0;PBANKA_124040	
PBANKA_1240500	PBANKA_1240500.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,552,447..1,553,214(+)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000210.03.0;PBANKA_124050	
PBANKA_1240600	PBANKA_1240600.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,554,592..1,555,485(+)	inner membrane complex protein 1g, putative	No	1	IMC1g	Previous IDs: PB000207.03.0;PBANKA_124060	
PBANKA_1240700	PBANKA_1240700.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,556,715..1,558,407(+)	NIMA related kinase 2	No	1	NEK2	Previous IDs: PB000208.03.0;PBANKA_124070	
PBANKA_1240800	PBANKA_1240800.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,558,563..1,560,659(-)	RAP protein, putative	No	1	N/A	Previous IDs: PB000209.03.0;PBANKA_124080	
PBANKA_1240900	PBANKA_1240900.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,561,473..1,562,537(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000761.00.0;PBANKA_124090	
PBANKA_1241000	PBANKA_1241000.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,563,630..1,565,817(-)	ADP-ribosylation factor GTPase-activating protein 2, putative	No	1	ARFGAP2	Previous IDs: PB000469.01.0;PB000844.00.0;PB300773.00.0;PBANKA_124100	
PBANKA_1241100	PBANKA_1241100.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,567,457..1,568,425(-)	WD repeat-containing protein 55, putative	No	1	WDR55	Previous IDs: PB000842.00.0;PBANKA_124110	
PBANKA_1241200	PBANKA_1241200.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,569,791..1,570,873(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000843.00.0;PBANKA_124120	
PBANKA_1241300	PBANKA_1241300.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,572,389..1,575,931(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000418.00.0;PBANKA_124130	
PBANKA_1241400	PBANKA_1241400.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,577,620..1,578,045(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB103620.00.0;PBANKA_124140	
PBANKA_1241500	PBANKA_1241500.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,579,010..1,580,998(-)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000890.02.0;PBANKA_124150	
PBANKA_1241600	PBANKA_1241600.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,582,111..1,582,854(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000891.02.0;PBANKA_124160	
PBANKA_1241700	PBANKA_1241700.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,583,867..1,584,873(+)	transmembrane emp24 domain-containing protein, putative	No	1	N/A	Previous IDs: PB000809.01.0;PBANKA_124170	
PBANKA_1241800	PBANKA_1241800.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,585,324..1,588,252(-)	DNA replication licensing factor MCM3, putative	No	1	MCM3	Previous IDs: PB000552.02.0;PB001217.02.0;PB001351.02.0;PB406083.00.0;PBANKA_124180	
PBANKA_1241900	PBANKA_1241900.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,589,931..1,590,833(-)	ubiquitin-conjugating enzyme E2 N, putative	No	1	UBC13	Previous IDs: PB001354.02.0;PB300508.00.0;PBANKA_124190	
PBANKA_1242000	PBANKA_1242000.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,592,580..1,594,656(-)	ubiquitin carboxyl-terminal hydrolase 14, putative	No	1	USP14	Previous IDs: PB001352.02.0;PBANKA_124200	
PBANKA_1242100	PBANKA_1242100.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,596,025..1,597,932(-)	methionine aminopeptidase 1a, putative	No	1	METAP1a	Previous IDs: PB001353.02.0;PB301051.00.0;PBANKA_124210	
PBANKA_1242200	PBANKA_1242200.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,599,776..1,600,309(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB105462.00.0;PBANKA_124220	
PBANKA_1242300	PBANKA_1242300.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,601,845..1,603,291(+)	Hsc70-interacting protein, putative	No	1	HIP	Previous IDs: PB000652.02.0;PBANKA_124230	
PBANKA_1242400	PBANKA_1242400.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,603,715..1,606,551(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB100034.00.0;PB105464.00.0;PB105465.00.0;PB405690.00.0;PBANKA_124240	
PBANKA_1242421	PBANKA_1242421:tRNA	Plasmodium berghei ANKA	PbANKA_12_v3:1,607,929..1,608,001(+)	tRNA Glutamic acid	No	1	N/A	Previous IDs: berg12:tRNA:rfamscan:1586754-1586826	
PBANKA_1242441	PBANKA_1242441:tRNA	Plasmodium berghei ANKA	PbANKA_12_v3:1,608,882..1,608,964(-)	tRNA Leucine	No	1	N/A	Previous IDs: berg12:tRNA:rfamscan:1587707-1587789	
PBANKA_1242500	PBANKA_1242500.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,609,445..1,611,343(+)	ATP-dependent RNA helicase DDX41, putative	No	1	DDX41	Previous IDs: PB000014.00.0;PBANKA_124250	
PBANKA_1242600	PBANKA_1242600.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,611,743..1,612,117(-)	proteasome maturation factor UMP1, putative	No	1	UMP1	Previous IDs: PB000016.00.0;PBANKA_124260	
PBANKA_1242700	PBANKA_1242700.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,613,223..1,616,759(-)	AP-1/2 complex subunit beta, putative	No	1	N/A	Previous IDs: PB000013.00.0;PB301500.00.0;PBANKA_124270	
PBANKA_1242800	PBANKA_1242800.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,618,656..1,620,411(-)	eukaryotic translation initiation factor 3 subunit E, putative	No	1	EIF3E	Previous IDs: PB000015.00.0;PB300671.00.0;PBANKA_124280	
PBANKA_1242900	PBANKA_1242900.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,621,229..1,622,917(-)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000017.00.0;PB000522.02.0;PBANKA_124290	
PBANKA_1243000	PBANKA_1243000.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,625,719..1,627,894(+)	palmitoyltransferase DHHC7	No	1	DHHC7	Previous IDs: PB000953.03.0;PBANKA_124300	
PBANKA_1243100	PBANKA_1243100.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,628,696..1,630,599(+)	F-actin-capping protein subunit alpha	No	1	CPalpha	Previous IDs: PB000351.02.0;PB300599.00.0;PBANKA_124310	
PBANKA_1243200	PBANKA_1243200.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,630,795..1,631,103(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PBANKA_124320	
PBANKA_1243300	PBANKA_1243300.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,631,867..1,632,475(-)	peptidyl-prolyl cis-trans isomerase, putative	No	1	CYP23	Previous IDs: PB000350.02.0;PB301449.00.0;PBANKA_124330	
PBANKA_1243400	PBANKA_1243400.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,633,856..1,635,433(-)	nucleolar preribosomal GTPase, putative	No	1	N/A	Previous IDs: PB000996.02.0;PBANKA_124340	
PBANKA_1243500	PBANKA_1243500.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,636,771..1,638,519(-)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000997.02.0;PBANKA_124350	
PBANKA_1243600	PBANKA_1243600.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,639,527..1,641,638(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000995.02.0;PB001616.02.0;PBANKA_124360	
PBANKA_1243700	PBANKA_1243700.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,643,331..1,644,084(-)	thioredoxin-like protein, putative	No	1	ATrx2	Previous IDs: PB001009.03.0;PBANKA_124370	
PBANKA_1243800	PBANKA_1243800.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,645,293..1,646,335(+)	apicoplast TIC22 protein, putative	No	1	TIC22	Previous IDs: PB001010.03.0;PB107375.00.0;PBANKA_124380	
PBANKA_1243900	PBANKA_1243900.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,648,409..1,653,944(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000289.03.0;PB001442.02.0;PB301366.00.0;PBANKA_124390	
PBANKA_1244000	PBANKA_1244000.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,654,884..1,656,011(+)	cell cycle regulator protein, putative	No	1	N/A	Previous IDs: PB001443.02.0;PB300016.00.0;PB301099.00.0;PBANKA_124400	
PBANKA_1244051	PBANKA_1244051:tRNA	Plasmodium berghei ANKA	PbANKA_12_v3:1,656,568..1,656,640(+)	tRNA Arginine	No	1	N/A	Previous IDs: berg12:tRNA:rfamscan:1635393-1635465	
PBANKA_1244100	PBANKA_1244100.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,657,537..1,660,428(-)	heptatricopeptide repeat-containing protein, putative	No	1	N/A	Previous IDs: PB001441.02.0;PB300788.00.0;PB301117.00.0;PBANKA_124410	
PBANKA_1244200	PBANKA_1244200.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,662,490..1,667,711(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000664.01.0;PB103609.00.0;PB300824.00.0;PBANKA_124420	
PBANKA_1244300	PBANKA_1244300.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,669,338..1,670,609(-)	RING zinc finger protein, putative	No	1	N/A	Previous IDs: PB000665.01.0;PB300482.00.0;PBANKA_124430	
PBANKA_1244400	PBANKA_1244400.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,672,953..1,673,213(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PBANKA_124440	
PBANKA_1244500	PBANKA_1244500.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,675,335..1,676,152(+)	SNARE protein, putative	No	1	N/A	Previous IDs: PB000448.01.0;PB000990.03.0;PBANKA_124450	
PBANKA_1244600	PBANKA_1244600.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,677,616..1,679,172(-)	phosphoenolpyruvate/phosphate translocator	No	1	PPT	Previous IDs: PB000447.01.0;PBANKA_124460	
PBANKA_1244700	PBANKA_1244700.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,681,795..1,685,867(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000044.01.0;PB001278.00.0;PBANKA_124470	
PBANKA_1244800	PBANKA_1244800.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,686,166..1,690,785(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000043.01.0;PBANKA_124480	
PBANKA_1244900	PBANKA_1244900.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,691,614..1,695,134(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000045.01.0;PB000329.00.0;PBANKA_124490	
PBANKA_1245000	PBANKA_1245000.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,695,232..1,696,646(-)	XAP-5 DNA binding protein, putative	No	1	N/A	Previous IDs: PB000328.00.0;PBANKA_124500	
PBANKA_1245100	PBANKA_1245100.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,697,577..1,700,537(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000752.00.0;PB001035.00.0;PBANKA_124510	
PBANKA_1245150	PBANKA_1245150.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,700,672..1,701,243(-)	dolichol-phosphate mannosyltransferase subunit 3, putative	No	1	DPM3	Previous IDs: PBANKA_124515	
PBANKA_1245200	PBANKA_1245200.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,701,636..1,703,831(+)	CPW-WPC family protein	No	1	N/A	Previous IDs: PB001036.00.0;PBANKA_124520	
PBANKA_1245300	PBANKA_1245300.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,704,400..1,712,010(-)	formin 1, putative	No	1	FRM1	Previous IDs: PB000518.00.0;PB000969.00.0;PB400014.00.0;PBANKA_124530	
PBANKA_1245400	PBANKA_1245400.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,713,800..1,715,800(+)	SURF1 domain-containing protein, putative	No	1	N/A	Previous IDs: PBANKA_124540	
PBANKA_1245500	PBANKA_1245500.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,716,956..1,724,515(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000538.03.0;PB000700.01.0;PB000895.00.0;PB404801.00.0;PBANKA_124550	
PBANKA_1245600	PBANKA_1245600.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,725,773..1,726,414(-)	ribosomal protein S16, mitochondrial, putative	No	1	N/A	Previous IDs: PBANKA_124560	
PBANKA_1245700	PBANKA_1245700.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,726,893..1,728,248(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000376.03.0;PBANKA_124570	
PBANKA_1245800	PBANKA_1245800.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,728,559..1,731,777(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000245.03.0;PB000529.00.0;PB000972.01.0;PBANKA_124580	
PBANKA_1245821	PBANKA_1245821.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,735,034..1,737,075(+)	18S ribosomal RNA	No	1	N/A	N/A	
PBANKA_1245841	PBANKA_1245841.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,737,441..1,737,575(+)	5.8S ribosomal RNA	No	1	N/A	N/A	
PBANKA_1245861	PBANKA_1245861.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,737,880..1,741,657(+)	28S ribosomal RNA	No	1	N/A	Previous IDs: berg12_28S	
PBANKA_1245900	PBANKA_1245900.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,745,696..1,747,027(-)	Plasmodium exported protein, unknown function	No	1	N/A	Previous IDs: PB103475.00.0;PB107242.00.0;PB405151.00.0;PBANKA_124590	
PBANKA_1245920	PBANKA_1245920.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,749,844..1,750,546(+)	fam-b protein	No	1	N/A	Previous IDs: PBANKA_124592	
PBANKA_1246100	PBANKA_1246100.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,751,637..1,753,078(-)	fam-a protein	No	2	N/A	Previous IDs: PB103478.00.0;PB403109.00.0;PBANKA_124610;PBANKA_1246100.1;PBANKA_1246100.2	
PBANKA_1246100	PBANKA_1246100.2	Plasmodium berghei ANKA	PbANKA_12_v3:1,751,637..1,753,078(-)	fam-a protein	No	2	N/A	Previous IDs: PB103478.00.0;PB403109.00.0;PBANKA_124610;PBANKA_1246100.1;PBANKA_1246100.2	
PBANKA_1246121	PBANKA_1246121.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,756,865..1,757,986(+)	PIR protein	No	1	N/A	N/A	
PBANKA_1246141	PBANKA_1246141.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,759,425..1,761,000(-)	fam-a protein	No	1	N/A	N/A	
PBANKA_1246161	PBANKA_1246161.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,762,727..1,764,166(-)	fam-a protein	No	1	N/A	Previous IDs: PB403064.00.0	
PBANKA_1246200	PBANKA_1246200.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,767,227..1,767,929(+)	fam-b protein	No	1	N/A	Previous IDs: PB103476.00.0;PB107841.00.0;PBANKA_124620	
PBANKA_1246300	PBANKA_1246300.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,771,281..1,772,406(+)	PIR protein	No	1	N/A	Previous IDs: PB107840.00.0;PB200037.00.0;PB500016.00.0;PBANKA_124630	
PBANKA_1246400	PBANKA_1246400.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,775,287..1,776,440(+)	PIR protein	No	1	N/A	Previous IDs: PB200061.00.0;PB500026.00.0;PBANKA_124640	
PBANKA_1246500	PBANKA_1246500.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,778,790..1,779,982(+)	PIR protein	No	1	N/A	Previous IDs: PB200078.00.1;PB200109.00.0;PB500024.00.0;PBANKA_124650	
PBANKA_1246600	PBANKA_1246600.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,782,188..1,783,118(+)	cleft-like protein 1	No	1	CP1	Previous IDs: PB403061.00.0;PBANKA_124660	
PBANKA_1246700	PBANKA_1246700.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,786,164..1,787,292(+)	PIR protein	No	1	N/A	Previous IDs: PB500020.00.0;PBANKA_124670	
PBANKA_1246800	PBANKA_1246800.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,789,656..1,790,807(+)	PIR protein	No	1	N/A	N/A	
PBANKA_1246900	PBANKA_1246900.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,793,285..1,794,408(+)	PIR protein, pseudogene	Yes	1	N/A	N/A	
PBANKA_1246921	PBANKA_1246921.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,797,123..1,799,215(+)	PIR protein	No	1	N/A	Previous IDs: PB200023.00.0;PB500045.00.0;PBANKA_000130	
PBANKA_1246941	PBANKA_1246941.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,799,694..1,801,132(-)	fam-a protein, pseudogene	Yes	1	N/A	N/A	
PBANKA_1246961	PBANKA_1246961.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,802,250..1,803,164(+)	fam-b protein, pseudogene	No	1	N/A	N/A	
PBANKA_1246981	PBANKA_1246981.1	Plasmodium berghei ANKA	PbANKA_12_v3:1,805,985..1,807,194(+)	PIR protein, pseudogene	Yes	1	N/A	N/A	
PBANKA_1300011	PBANKA_1300011.1	Plasmodium berghei ANKA	PbANKA_13_v3:1,959..3,581(+)	fam-a protein	No	1	N/A	N/A	
PBANKA_1300021	PBANKA_1300021.1	Plasmodium berghei ANKA	PbANKA_13_v3:5,334..6,447(-)	PIR protein	No	1	N/A	Previous IDs: PB200034.00.0;PB200040.00.0;PB500046.00.0;PBANKA_062390	
PBANKA_1300031	PBANKA_1300031.1	Plasmodium berghei ANKA	PbANKA_13_v3:9,608..10,509(-)	fam-b protein	No	1	N/A	Previous IDs: PB106886.00.0;PB401957.00.0;PBANKA_000070	
PBANKA_1300041	PBANKA_1300041.1	Plasmodium berghei ANKA	PbANKA_13_v3:12,580..13,493(-)	fam-b protein	No	1	N/A	Previous IDs: PB108495.00.0;PBANKA_000080	
PBANKA_1300051	PBANKA_1300051.1	Plasmodium berghei ANKA	PbANKA_13_v3:14,612..16,050(+)	fam-a protein, pseudogene	Yes	1	N/A	N/A	
PBANKA_1300061	PBANKA_1300061.1	Plasmodium berghei ANKA	PbANKA_13_v3:16,529..18,621(-)	PIR protein	No	1	N/A	N/A	
PBANKA_1300071	PBANKA_1300071.1	Plasmodium berghei ANKA	PbANKA_13_v3:21,332..22,455(-)	PIR protein, pseudogene	Yes	1	N/A	Previous IDs: PBANKA_000270	
PBANKA_1300081	PBANKA_1300081.1	Plasmodium berghei ANKA	PbANKA_13_v3:24,930..26,069(-)	PIR protein, pseudogene	Yes	1	N/A	N/A	
PBANKA_1300091	PBANKA_1300091.1	Plasmodium berghei ANKA	PbANKA_13_v3:28,469..29,698(-)	PIR protein	No	1	N/A	Previous IDs: PB200002.00.2;PB500000.00.0;PBANKA_072240	
PBANKA_1300096	PBANKA_1300096.1	Plasmodium berghei ANKA	PbANKA_13_v3:32,629..33,559(-)	fam-b protein	No	1	N/A	Previous IDs: PB100069.00.1;PBANKA_072230	
PBANKA_1300100	PBANKA_1300100.1	Plasmodium berghei ANKA	PbANKA_13_v3:35,757..36,880(-)	PIR protein	No	1	N/A	Previous IDs: PB200025.00.2;PBANKA_130010	
PBANKA_1300200	PBANKA_1300200.1	Plasmodium berghei ANKA	PbANKA_13_v3:39,709..40,845(-)	PIR protein	No	1	N/A	Previous IDs: PB200025.00.1;PB401775.00.0;PBANKA_130020	
PBANKA_1300500	PBANKA_1300500.1	Plasmodium berghei ANKA	PbANKA_13_v3:45,211..46,713(-)	tubulin epsilon chain, putative	No	1	N/A	Previous IDs: PB001286.02.0;PB300363.00.0;PB301433.00.0;PBANKA_130050	
